,climate,composition,depth,distance,distribution,grassland,groundwater,habitat,plot,precipitation,rainfall,rate,size,temperature,weather,abundance,biomass,carbon,decomposition,ecosystem,fish,forest,pollination,richness,soil,species,taxon,vegetation,water
climate,0.0,0.038225752691392945,0.019979725150605754,0.030585232027863896,0.006620091002272677,1.912482364868683,1.7443277261561874,1.8076551073434781,0.050908186156107926,1.343707662238776,1.406311628600739,0.0004609397583049679,0.03315063437161314,0.5023477237163871,0.7922206646550501,0.0822837986771453,1.8460174047760687,0.7457115601755343,0.49596018525088825,1.5711309156912603,1.1639944933792736,1.7575669174954678,1.992090226156809,0.12165082568373264,1.034775687023531,1.7023405139653338,1.0141302581814646,1.9809408463466527,0.7935918724220543
composition,0.038225752691392945,0.0,0.0029749064205119025,0.0004329048528188828,0.013134898191056177,1.765568245545211,1.8987519470251608,1.6153086081470698,0.0009273304856108888,1.5877292871636524,1.6410003908262354,0.04698268116886739,0.00018393209921707676,0.7588963627183481,1.0680303121401982,0.008583485371902677,1.6676766114254435,0.49059003317570016,0.7517408099701475,1.3245120564065311,0.8875896154150565,1.5498549095696807,1.9197921181519604,0.02432379622636971,1.307124287376848,1.4805599060068078,0.7397738947720183,1.890234031592719,1.0694285906049048
depth,0.019979725150605754,0.0029749064205119025,0.0,0.001138786696922911,0.003619106552796958,1.8128790138714135,1.8622829778768808,1.6742373724814152,0.0072181168971642284,1.5236205920877859,1.5799332593754172,0.026469782130729924,0.0016800266402082764,0.6848098208979398,0.9909288563947749,0.021610089800483734,1.7230708967646016,0.5584326371872381,0.6778147367585842,1.3964529828926173,0.9645131386286148,1.61259902759809,1.9473015506183504,0.04412304493420938,1.2328581877883218,1.5467244400485303,0.8149701827906022,1.922694798112575,0.9923304000569809
distance,0.030585232027863896,0.0004329048528188828,0.001138786696922911,0.0,0.008809183096551654,1.7841652616078565,1.8854628146140073,1.6382347722659676,0.002626598080956888,1.5636711990741363,1.6181407351214054,0.038483021552621066,5.248596642470904e-05,0.7304472292800595,1.0386475636794352,0.012859275086713584,1.6892904190455829,0.5161284303510028,0.7233479014562094,1.3522007898873083,0.9168732611217083,1.5741914487298998,1.9309390926955137,0.03119584543969689,1.2789918283611903,1.5061533686572113,0.7682943709943127,1.9032502206467017,1.0400480710131748
distribution,0.006620091002272677,0.013134898191056177,0.003619106552796958,0.008809183096551654,0.0,1.8594442818916055,1.8161156659667916,1.734571485620667,0.021005560310297544,1.4493090928391,1.5085874281422829,0.0105654779553227,0.010218129558186795,0.6052824597245211,0.9059645055822119,0.042726443763612565,1.7791702693179525,0.6362957129161064,0.5985126039995391,1.4730534765589478,1.049588708574915,1.677565978813131,1.9711025552479828,0.0725528879356635,1.1493513807102178,1.615917924138007,0.8991727883093982,1.9521258808857889,0.9073599796929103
grassland,1.912482364868683,1.765568245545211,1.8128790138714135,1.7841652616078565,1.8594442818916055,0.0,0.5940277086694291,0.02179156701098961,1.7371581663741598,1.0705641586470378,1.0030712718399613,1.9244821069826785,1.7777662710189777,1.808956616095141,1.5897823576204502,1.674883955527573,0.009901661841213216,0.8363659662000317,1.8132729543535262,0.14302653347315553,0.44678079536274085,0.04167998073192991,0.04338012780147915,1.6059126504710757,1.3771363816449007,0.06790104066826963,0.5780311940163043,0.025414828855454985,1.588649905205203
groundwater,1.7443277261561874,1.8987519470251608,1.8622829778768808,1.8854628146140073,1.8161156659667916,0.5940277086694291,0.0,0.7926202006273226,1.9167966388299007,0.11703980155247529,0.08736577552426872,1.723710474960059,1.8901775042015376,0.7911696799312008,0.5014159661921451,1.9483620319118704,0.7263346262794159,1.835136342889973,0.7983924832403185,1.1230729766368603,1.5367075028285677,0.8720428828613689,0.34538837280786794,1.9730080674816461,0.30670490211712675,0.952606330165153,1.6572303066151113,0.399619301588669,0.5002014976239302
habitat,1.8076551073434781,1.6153086081470698,1.6742373724814152,1.6382347722659676,1.734571485620667,0.02179156701098961,0.7926202006273226,0.0,1.580797723826455,1.2761341870237746,1.2106286561774886,1.8251841507370186,1.6303139009116236,1.9133845206148732,1.744600421149356,1.5069655168281435,0.00233195219809057,0.6351050750124827,1.9163639605440332,0.0546994476180126,0.28587702451748875,0.003245365540816336,0.12471572118528984,1.4275364710648497,1.5612117584726781,0.013010286056939102,0.39899131741721783,0.0931642210929069,1.7436641121808185
plot,0.050908186156107926,0.0009273304856108888,0.0072181168971642284,0.002626598080956888,0.021005560310297544,1.7371581663741598,1.9167966388299007,1.580797723826455,0.0,1.6220188840434142,1.6734530362396387,0.06090872275000192,0.0019368548867376711,0.8009055624783872,1.110923265988981,0.00387368505572383,1.6350045099978732,0.4540118858878941,0.7936788981053452,1.283485448932391,0.8449109605926164,1.5133822254072558,1.9020438171735097,0.015790023961266275,1.3478143598126828,1.4423559809210171,0.6984427913318187,1.8697964308035377,1.1123161001919863
precipitation,1.343707662238776,1.5877292871636524,1.5236205920877859,1.5636711990741363,1.4493090928391,1.0705641586470378,0.11703980155247529,1.2761341870237746,1.6220188840434142,0.0,0.002280740058276276,1.3150398325675134,1.5721043456499255,0.3565137231446569,0.15283332122227655,1.6884617923321876,1.2098910333774529,1.9956086516260987,0.36218019178495964,1.5745474747256718,1.8699966124591525,1.3526078112877762,0.7768903014900523,1.7507923985919684,0.04953864010903353,1.427073606356836,1.9341262643537758,0.8453119178637707,0.1520894491274365
rainfall,1.406311628600739,1.6410003908262354,1.5799332593754172,1.6181407351214054,1.5085874281422829,1.0030712718399613,0.08736577552426872,1.2106286561774886,1.6734530362396387,0.002280740058276276,0.0,1.3783843032089504,1.6261619035402832,0.40964990003719226,0.19063018732927495,1.735847643457601,1.1434156982809127,1.9870190230754528,0.41562258414202413,1.517990099580019,1.8347308781577165,1.288638852340488,0.7116004013903376,1.7936665065576458,0.07268834499915267,1.3650647344169045,1.907902055031834,0.7789769870787474,0.18980782802499174
rate,0.0004609397583049679,0.04698268116886739,0.026469782130729924,0.038483021552621066,0.0105654779553227,1.9244821069826785,1.723710474960059,1.8251841507370186,0.06090872275000192,1.3150398325675134,1.3783843032089504,0.0,0.04134837827032256,0.47624445057751097,0.7626200310738075,0.09476650672441966,1.8618134867453056,0.7751897945190442,0.4699720694473575,1.5957880920043683,1.193866849286108,1.7770347703263498,1.995443797348697,0.13656787405247828,1.0044190505030317,1.7236275408839403,1.044479683895825,1.9863876400146525,0.7639817947672338
size,0.03315063437161314,0.00018393209921707676,0.0016800266402082764,5.248596642470904e-05,0.010218129558186795,1.7777662710189777,1.8901775042015376,1.6303139009116236,0.0019368548867376711,1.5721043456499255,1.6261619035402832,0.04134837827032256,0.0,0.740327594857026,1.048883327590278,0.011273314077290042,1.6818315670844033,0.5071876366352962,0.7332079901922766,1.342593340070735,0.9066676370713034,1.5657731487165196,1.9271488557186793,0.02870758978603649,1.2888158208278884,1.4972906839362732,0.7583399057033722,1.8988063455173463,1.0502831963844463
temperature,0.5023477237163871,0.7588963627183481,0.6848098208979398,0.7304472292800595,0.6052824597245211,1.808956616095141,0.7911696799312008,1.9133845206148732,0.8009055624783872,0.3565137231446569,0.40964990003719226,0.47624445057751097,0.740327594857026,0.0,0.04815138101028116,0.8878502481153139,1.8834689138960812,1.7123173691160871,2.7231300325225583e-05,1.996218499407904,1.937245667650389,1.9431915068728554,1.6025949911303516,0.9775105529207252,0.15045421240993462,1.9669557182506,1.8743219851307669,1.6567044508669215,0.04858199994272072
weather,0.7922206646550501,1.0680303121401982,0.9909288563947749,1.0386475636794352,0.9059645055822119,1.5897823576204502,0.5014159661921451,1.744600421149356,1.110923265988981,0.15283332122227655,0.19063018732927495,0.7626200310738075,1.048883327590278,0.04815138101028116,0.0,1.1978848073505517,1.697304484656684,1.893185664156868,0.05043972337496905,1.92161353665476,1.9990071188045446,1.7959182997899532,1.3289231383125624,1.2850843506288085,0.029641601298208697,1.8422375637261212,1.9810140418423803,1.393885239209936,9.822311366480818e-07
abundance,0.0822837986771453,0.008583485371902677,0.021610089800483734,0.012859275086713584,0.042726443763612565,1.674883955527573,1.9483620319118704,1.5069655168281435,0.00387368505572383,1.6884617923321876,1.735847643457601,0.09476650672441966,0.011273314077290042,0.8878502481153139,1.1978848073505517,0.0,1.564615050372903,0.38245650193860414,0.8805200312438815,1.1980608018270047,0.7586418174978888,1.4359322130819532,1.8605934164668085,0.004037821265085784,1.4289106122721091,1.3617798645599708,0.6157705535001277,1.8230395988483998,1.1992584893056764
biomass,1.8460174047760687,1.6676766114254435,1.7230708967646016,1.6892904190455829,1.7791702693179525,0.009901661841213216,0.7263346262794159,0.00233195219809057,1.6350045099978732,1.2098910333774529,1.1434156982809127,1.8618134867453056,1.6818315670844033,1.8834689138960812,1.697304484656684,1.564615050372903,0.0,0.6995028216040463,1.886902229848184,0.07916800303629257,0.33532077973652163,0.011064091136550602,0.09374911358065585,1.488240021635076,1.5034119590780468,0.026285842283751526,0.4549435059771424,0.06651137993120548,1.6962991732826236
carbon,0.7457115601755343,0.49059003317570016,0.5584326371872381,0.5161284303510028,0.6362957129161064,0.8363659662000317,1.835136342889973,0.6351050750124827,0.4540118858878941,1.9956086516260987,1.9870190230754528,0.7751897945190442,0.5071876366352962,1.7123173691160871,1.893185664156868,0.38245650193860414,0.6995028216040463,0.0,1.707118384181439,0.35135593034167667,0.0876671852589217,0.5613401683172462,1.1308765177152087,0.3143396263619356,1.9753865051199568,0.49015527751785026,0.0365612921408387,1.061522478560422,1.8938150662459754
decomposition,0.49596018525088825,0.7517408099701475,0.6778147367585842,0.7233479014562094,0.5985126039995391,1.8132729543535262,0.7983924832403185,1.9163639605440332,0.7936788981053452,0.36218019178495964,0.41562258414202413,0.4699720694473575,0.7332079901922766,2.7231300325225583e-05,0.05043972337496905,0.8805200312438815,1.886902229848184,1.707118384181439,0.0,1.996832554608843,1.9346470228823587,1.9456177672228099,1.608468032375479,0.9701332039899806,0.15437031569265136,1.9688108324546014,1.8707164037951356,1.6622520506500593,0.05088017381531407
ecosystem,1.5711309156912603,1.3245120564065311,1.3964529828926173,1.3522007898873083,1.4730534765589478,0.14302653347315553,1.1230729766368603,0.0546994476180126,1.283485448932391,1.5745474747256718,1.517990099580019,1.5957880920043683,1.342593340070735,1.996218499407904,1.92161353665476,1.1980608018270047,0.07916800303629257,0.35135593034167667,1.996832554608843,0.0,0.09659208858524948,0.03150824490408666,0.33034678029113285,1.1092656920175796,1.8005010149824767,0.01455042533312978,0.17115273750448667,0.2802560348111678,1.9210686609780336
fish,1.1639944933792736,0.8875896154150565,0.9645131386286148,0.9168732611217083,1.049588708574915,0.44678079536274085,1.5367075028285677,0.28587702451748875,0.8449109605926164,1.8699966124591525,1.8347308781577165,1.193866849286108,0.9066676370713034,1.937245667650389,1.9990071188045446,0.7586418174978888,0.33532077973652163,0.0876671852589217,1.9346470228823587,0.09659208858524948,0.0,0.23184320614342557,0.7134753192202752,0.6724966240034917,1.980161564953933,0.18261632370342362,0.01131994662877478,0.647455167565179,1.9990685796561838
forest,1.7575669174954678,1.5498549095696807,1.61259902759809,1.5741914487298998,1.677565978813131,0.04167998073192991,0.8720428828613689,0.003245365540816336,1.5133822254072558,1.3526078112877762,1.288638852340488,1.7770347703263498,1.5657731487165196,1.9431915068728554,1.7959182997899532,1.4359322130819532,0.011064091136550602,0.5613401683172462,1.9456177672228099,0.03150824490408666,0.23184320614342557,0.0,0.1664866895363345,1.3533773999687202,1.626017773914067,0.0032704152959177613,0.3366030443011431,0.13003657263826718,1.795068988291644
pollination,1.992090226156809,1.9197921181519604,1.9473015506183504,1.9309390926955137,1.9711025552479828,0.04338012780147915,0.34538837280786794,0.12471572118528984,1.9020438171735097,0.7768903014900523,0.7116004013903376,1.995443797348697,1.9271488557186793,1.6025949911303516,1.3289231383125624,1.8605934164668085,0.09374911358065585,1.1308765177152087,1.608468032375479,0.33034678029113285,0.7134753192202752,0.1664866895363345,0.0,1.811397350830518,1.0909502774912574,0.21385968478261252,0.8604672187079629,0.0024274834385394906,1.327599212048308
richness,0.12165082568373264,0.02432379622636971,0.04412304493420938,0.03119584543969689,0.0725528879356635,1.6059126504710757,1.9730080674816461,1.4275364710648497,0.015790023961266275,1.7507923985919684,1.7936665065576458,0.13656787405247828,0.02870758978603649,0.9775105529207252,1.2850843506288085,0.004037821265085784,1.488240021635076,0.3143396263619356,0.9701332039899806,1.1092656920175796,0.6724966240034917,1.3533773999687202,1.811397350830518,0.0,1.5082756519600276,1.2766262030404858,0.5344394351537931,1.768726219832787,1.2864275003529135
soil,1.034775687023531,1.307124287376848,1.2328581877883218,1.2789918283611903,1.1493513807102178,1.3771363816449007,0.30670490211712675,1.5612117584726781,1.3478143598126828,0.04953864010903353,0.07268834499915267,1.0044190505030317,1.2888158208278884,0.15045421240993462,0.029641601298208697,1.4289106122721091,1.5034119590780468,1.9753865051199568,0.15437031569265136,1.8005010149824767,1.980161564953933,1.626017773914067,1.0909502774912574,1.5082756519600276,0.0,1.686986199593711,1.9988039767391785,1.1600761834028444,0.029303831026013083
species,1.7023405139653338,1.4805599060068078,1.5467244400485303,1.5061533686572113,1.615917924138007,0.06790104066826963,0.952606330165153,0.013010286056939102,1.4423559809210171,1.427073606356836,1.3650647344169045,1.7236275408839403,1.4972906839362732,1.9669557182506,1.8422375637261212,1.3617798645599708,0.026285842283751526,0.49015527751785026,1.9688108324546014,0.01455042533312978,0.18261632370342362,0.0032704152959177613,0.21385968478261252,1.2766262030404858,1.686986199593711,0.0,0.2783056796704052,0.17273006885936526,1.841481128782508
taxon,1.0141302581814646,0.7397738947720183,0.8149701827906022,0.7682943709943127,0.8991727883093982,0.5780311940163043,1.6572303066151113,0.39899131741721783,0.6984427913318187,1.9341262643537758,1.907902055031834,1.044479683895825,0.7583399057033722,1.8743219851307669,1.9810140418423803,0.6157705535001277,0.4549435059771424,0.0365612921408387,1.8707164037951356,0.17115273750448667,0.01131994662877478,0.3366030443011431,0.8604672187079629,0.5344394351537931,1.9988039767391785,0.2783056796704052,0.0,0.7918518485863737,1.9812848984903566
vegetation,1.9809408463466527,1.890234031592719,1.922694798112575,1.9032502206467017,1.9521258808857889,0.025414828855454985,0.399619301588669,0.0931642210929069,1.8697964308035377,0.8453119178637707,0.7789769870787474,1.9863876400146525,1.8988063455173463,1.6567044508669215,1.393885239209936,1.8230395988483998,0.06651137993120548,1.061522478560422,1.6622520506500593,0.2802560348111678,0.647455167565179,0.13003657263826718,0.0024274834385394906,1.768726219832787,1.1600761834028444,0.17273006885936526,0.7918518485863737,0.0,1.392596565159826
water,0.7935918724220543,1.0694285906049048,0.9923304000569809,1.0400480710131748,0.9073599796929103,1.588649905205203,0.5002014976239302,1.7436641121808185,1.1123161001919863,0.1520894491274365,0.18980782802499174,0.7639817947672338,1.0502831963844463,0.04858199994272072,9.822311366480818e-07,1.1992584893056764,1.6962991732826236,1.8938150662459754,0.05088017381531407,1.9210686609780336,1.9990685796561838,1.795068988291644,1.327599212048308,1.2864275003529135,0.029303831026013083,1.841481128782508,1.9812848984903566,1.392596565159826,0.0
